starttime	seconds	ctime	dtime	ttime	wait
Sun Jan 03 12:41:44 2021	1609674104	101	1115	1216	406
Sun Jan 03 12:41:51 2021	1609674111	108	1109	1217	606
Sun Jan 03 12:41:58 2021	1609674118	129	1092	1221	587
Sun Jan 03 12:41:53 2021	1609674113	116	1111	1227	610
Sun Jan 03 12:41:53 2021	1609674113	103	1125	1228	623
Sun Jan 03 12:41:51 2021	1609674111	108	1121	1229	618
Sun Jan 03 12:41:58 2021	1609674118	115	1114	1229	604
Sun Jan 03 12:41:44 2021	1609674104	104	1127	1231	430
Sun Jan 03 12:42:02 2021	1609674122	105	1134	1239	484
Sun Jan 03 12:42:02 2021	1609674122	102	1141	1243	445
Sun Jan 03 12:42:02 2021	1609674122	112	1152	1265	548
Sun Jan 03 12:41:58 2021	1609674118	104	1165	1268	660
Sun Jan 03 12:41:57 2021	1609674117	117	1159	1276	536
Sun Jan 03 12:41:46 2021	1609674106	102	1187	1289	687
Sun Jan 03 12:41:57 2021	1609674117	118	1180	1298	546
Sun Jan 03 12:41:51 2021	1609674111	101	1198	1300	693
Sun Jan 03 12:41:52 2021	1609674112	105	1199	1304	676
Sun Jan 03 12:41:41 2021	1609674101	116	1189	1304	321
Sun Jan 03 12:41:41 2021	1609674101	106	1213	1319	484
Sun Jan 03 12:42:01 2021	1609674121	105	1218	1322	541
Sun Jan 03 12:42:01 2021	1609674121	108	1229	1338	271
Sun Jan 03 12:41:57 2021	1609674117	115	1225	1340	517
Sun Jan 03 12:42:01 2021	1609674121	102	1250	1352	743
Sun Jan 03 12:42:01 2021	1609674121	108	1262	1370	360
Sun Jan 03 12:42:01 2021	1609674121	104	1267	1370	740
Sun Jan 03 12:42:01 2021	1609674121	113	1348	1461	458
Sun Jan 03 12:42:04 2021	1609674124	116	2056	2172	1556
Sun Jan 03 12:42:04 2021	1609674124	104	2114	2218	1627
Sun Jan 03 12:41:39 2021	1609674099	129	2106	2235	1599
Sun Jan 03 12:41:39 2021	1609674099	125	2120	2246	1615
Sun Jan 03 12:41:39 2021	1609674099	122	2127	2249	1625
Sun Jan 03 12:41:39 2021	1609674099	136	2125	2261	1623
Sun Jan 03 12:41:39 2021	1609674099	128	2147	2276	1638
Sun Jan 03 12:41:39 2021	1609674099	126	2192	2318	1686
Sun Jan 03 12:41:39 2021	1609674099	122	2324	2446	1818
Sun Jan 03 12:42:04 2021	1609674124	112	2355	2467	1852
Sun Jan 03 12:41:53 2021	1609674113	112	2355	2467	1773
Sun Jan 03 12:42:04 2021	1609674124	103	2399	2503	1901
Sun Jan 03 12:42:04 2021	1609674124	102	2419	2522	1932
Sun Jan 03 12:42:04 2021	1609674124	103	2512	2615	2007
Sun Jan 03 12:41:39 2021	1609674099	161	2492	2653	1985
Sun Jan 03 12:41:39 2021	1609674099	123	2564	2687	2058
Sun Jan 03 12:42:04 2021	1609674124	113	2597	2710	2098
Sun Jan 03 12:42:04 2021	1609674124	103	2680	2783	2175
Sun Jan 03 12:41:39 2021	1609674099	131	2732	2863	2228
Sun Jan 03 12:41:39 2021	1609674099	123	2741	2864	2241
Sun Jan 03 12:41:39 2021	1609674099	133	2737	2869	2236
Sun Jan 03 12:41:39 2021	1609674099	134	2737	2871	2229
Sun Jan 03 12:41:39 2021	1609674099	128	2743	2871	2248
Sun Jan 03 12:41:39 2021	1609674099	161	2711	2872	2212
Sun Jan 03 12:41:39 2021	1609674099	152	2743	2894	2236
Sun Jan 03 12:41:39 2021	1609674099	132	2769	2901	2270
Sun Jan 03 12:41:39 2021	1609674099	129	2772	2901	2262
Sun Jan 03 12:41:39 2021	1609674099	162	2765	2926	2229
Sun Jan 03 12:42:04 2021	1609674124	105	2833	2939	2339
Sun Jan 03 12:41:39 2021	1609674099	161	2850	3011	2274
Sun Jan 03 12:41:39 2021	1609674099	185	2830	3015	2176
Sun Jan 03 12:41:39 2021	1609674099	160	2858	3019	2236
Sun Jan 03 12:41:39 2021	1609674099	162	2857	3019	2307
Sun Jan 03 12:41:39 2021	1609674099	132	2915	3047	2411
Sun Jan 03 12:42:04 2021	1609674124	105	2943	3048	2455
Sun Jan 03 12:41:39 2021	1609674099	187	2914	3101	2409
Sun Jan 03 12:41:39 2021	1609674099	185	2922	3107	2420
Sun Jan 03 12:41:39 2021	1609674099	188	2919	3107	2408
Sun Jan 03 12:41:39 2021	1609674099	162	2987	3149	2484
Sun Jan 03 12:41:39 2021	1609674099	186	2966	3151	2463
Sun Jan 03 12:41:39 2021	1609674099	187	2968	3155	2462
Sun Jan 03 12:42:03 2021	1609674123	107	3053	3160	2561
Sun Jan 03 12:42:03 2021	1609674123	112	3060	3173	2558
Sun Jan 03 12:42:03 2021	1609674123	103	3075	3179	2579
Sun Jan 03 12:42:03 2021	1609674123	102	3132	3233	2633
Sun Jan 03 12:41:39 2021	1609674099	131	3140	3271	2639
Sun Jan 03 12:41:39 2021	1609674099	127	3157	3284	2643
Sun Jan 03 12:41:39 2021	1609674099	160	3162	3322	2660
Sun Jan 03 12:41:39 2021	1609674099	134	3199	3332	2687
Sun Jan 03 12:42:03 2021	1609674123	108	3234	3342	2732
Sun Jan 03 12:41:39 2021	1609674099	161	3195	3355	2686
Sun Jan 03 12:41:39 2021	1609674099	160	3250	3410	2612
Sun Jan 03 12:41:39 2021	1609674099	162	3254	3415	2601
Sun Jan 03 12:41:39 2021	1609674099	160	3257	3417	2537
Sun Jan 03 12:42:03 2021	1609674123	118	3337	3455	2830
Sun Jan 03 12:42:03 2021	1609674123	104	3355	3459	2831
Sun Jan 03 12:42:03 2021	1609674123	104	3432	3536	2931
Sun Jan 03 12:41:39 2021	1609674099	136	3402	3538	2910
Sun Jan 03 12:41:39 2021	1609674099	129	3410	3539	2905
Sun Jan 03 12:41:39 2021	1609674099	129	3410	3539	2918
Sun Jan 03 12:41:39 2021	1609674099	125	3414	3540	2908
Sun Jan 03 12:42:03 2021	1609674123	113	3515	3629	3011
Sun Jan 03 12:41:39 2021	1609674099	128	3544	3672	3031
Sun Jan 03 12:42:03 2021	1609674123	101	3627	3728	3123
Sun Jan 03 12:42:03 2021	1609674123	113	3719	3832	3209
Sun Jan 03 12:42:03 2021	1609674123	111	3731	3843	3218
Sun Jan 03 12:41:39 2021	1609674099	133	3777	3910	3265
Sun Jan 03 12:41:39 2021	1609674099	128	3906	4034	3404
Sun Jan 03 12:41:39 2021	1609674099	136	4172	4308	3672
Sun Jan 03 12:42:02 2021	1609674122	102	4230	4332	3736
Sun Jan 03 12:41:39 2021	1609674099	134	4368	4502	3861
Sun Jan 03 12:41:49 2021	1609674109	106	4465	4571	3961
