starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 06 22:39:10 2021	1609969150	114	3378	3492	2855
Wed Jan 06 22:39:17 2021	1609969157	113	3380	3492	2878
Wed Jan 06 22:39:12 2021	1609969152	104	3390	3494	2892
Wed Jan 06 22:39:43 2021	1609969183	112	3385	3496	2878
Wed Jan 06 22:39:40 2021	1609969180	109	3393	3502	2888
Wed Jan 06 22:39:20 2021	1609969160	106	3400	3506	2895
Wed Jan 06 22:39:40 2021	1609969180	110	3397	3507	2889
Wed Jan 06 22:39:31 2021	1609969171	115	3395	3510	2896
Wed Jan 06 22:39:06 2021	1609969146	162	3349	3511	2834
Wed Jan 06 22:39:36 2021	1609969176	112	3399	3511	2893
Wed Jan 06 22:39:15 2021	1609969155	116	3396	3512	2867
Wed Jan 06 22:39:26 2021	1609969166	103	3410	3512	2906
Wed Jan 06 22:39:10 2021	1609969150	112	3403	3515	2877
Wed Jan 06 22:39:20 2021	1609969160	109	3418	3528	2890
Wed Jan 06 22:39:09 2021	1609969149	104	3423	3528	2918
Wed Jan 06 22:39:11 2021	1609969151	113	3416	3530	2914
Wed Jan 06 22:39:20 2021	1609969160	104	3428	3531	2911
Wed Jan 06 22:39:52 2021	1609969192	104	3427	3532	2924
Wed Jan 06 22:39:26 2021	1609969166	106	3428	3534	2930
Wed Jan 06 22:39:17 2021	1609969157	113	3421	3534	2904
Wed Jan 06 22:39:32 2021	1609969172	114	3422	3536	2915
Wed Jan 06 22:39:51 2021	1609969191	108	3431	3539	2926
Wed Jan 06 22:39:43 2021	1609969183	103	3439	3542	2933
Wed Jan 06 22:39:13 2021	1609969153	104	3439	3543	2938
Wed Jan 06 22:39:39 2021	1609969179	101	3447	3549	2957
Wed Jan 06 22:39:14 2021	1609969154	103	3446	3549	2939
Wed Jan 06 22:39:52 2021	1609969192	105	3449	3554	2950
Wed Jan 06 22:39:52 2021	1609969192	111	3446	3557	2946
Wed Jan 06 22:39:16 2021	1609969156	105	3452	3558	2953
Wed Jan 06 22:39:17 2021	1609969157	103	3456	3559	2954
Wed Jan 06 22:39:14 2021	1609969154	122	3440	3562	2924
Wed Jan 06 22:39:31 2021	1609969171	112	3449	3562	2946
Wed Jan 06 22:39:09 2021	1609969149	112	3451	3564	2953
Wed Jan 06 22:39:19 2021	1609969159	104	3462	3567	2965
Wed Jan 06 22:39:09 2021	1609969149	102	3465	3567	2962
Wed Jan 06 22:39:15 2021	1609969155	118	3455	3573	2906
Wed Jan 06 22:39:10 2021	1609969150	114	3460	3575	2958
Wed Jan 06 22:39:17 2021	1609969157	108	3473	3581	2963
Wed Jan 06 22:39:14 2021	1609969154	119	3466	3585	2950
Wed Jan 06 22:39:09 2021	1609969149	102	3488	3590	2977
Wed Jan 06 22:39:42 2021	1609969182	106	3485	3592	2983
Wed Jan 06 22:39:18 2021	1609969158	108	3483	3592	2970
Wed Jan 06 22:39:47 2021	1609969187	107	3485	3593	2973
Wed Jan 06 22:39:17 2021	1609969157	107	3491	3598	2985
Wed Jan 06 22:39:45 2021	1609969185	112	3487	3600	2947
Wed Jan 06 22:39:48 2021	1609969188	105	3499	3604	2998
Wed Jan 06 22:39:43 2021	1609969183	112	3496	3608	2991
Wed Jan 06 22:39:09 2021	1609969149	114	3498	3611	2995
Wed Jan 06 22:39:38 2021	1609969178	120	3492	3611	2985
Wed Jan 06 22:39:19 2021	1609969159	103	3511	3614	2991
Wed Jan 06 22:39:39 2021	1609969179	103	3516	3619	3006
Wed Jan 06 22:39:12 2021	1609969152	106	3518	3624	3007
Wed Jan 06 22:39:09 2021	1609969149	105	3521	3626	3007
Wed Jan 06 22:39:15 2021	1609969155	105	3524	3629	3012
Wed Jan 06 22:39:20 2021	1609969160	99	3533	3632	3037
Wed Jan 06 22:39:15 2021	1609969155	104	3531	3636	3028
Wed Jan 06 22:39:31 2021	1609969171	102	3536	3638	3029
Wed Jan 06 22:39:51 2021	1609969191	113	3527	3640	3019
Wed Jan 06 22:39:21 2021	1609969161	113	3529	3642	3032
Wed Jan 06 22:39:09 2021	1609969149	104	3538	3642	3034
Wed Jan 06 22:39:42 2021	1609969182	103	3539	3642	3033
Wed Jan 06 22:39:21 2021	1609969161	115	3533	3648	3026
Wed Jan 06 22:39:35 2021	1609969175	104	3558	3662	3053
Wed Jan 06 22:39:25 2021	1609969165	106	3556	3662	3055
Wed Jan 06 22:39:38 2021	1609969178	125	3541	3666	3040
Wed Jan 06 22:39:11 2021	1609969151	102	3564	3667	3048
